Troop,Day,Slot,Activity,Duration,Priority,Scouts,Adults
Quetico-B,Friday,1,Super Troop,1,999,13,3
Quetico-B,Friday,2,Reflection,1,999,13,3
Quetico-B,Friday,3,Gaga Ball,1,999,13,3
Quetico-B,Monday,1,Archery,1,8,13,3
Quetico-B,Monday,2,Monkey's Fist,1,9,13,3
Quetico-B,Monday,3,Greased Watermelon,1,2,13,3
Quetico-B,Thursday,1,Dr. DNA,1,999,13,3
Quetico-B,Thursday,2,Sauna,1,3,13,3
Quetico-B,Tuesday,1,Fishing,1,999,13,3
Quetico-B,Tuesday,2,Trading Post,1,999,13,3
Quetico-B,Tuesday,3,Campsite Free Time,1,999,13,3
Quetico-B,Tuesday,3,Canoe Snorkel,2,10,13,3
Quetico-B,Wednesday,1,Troop Rifle,1,999,13,3
Quetico-B,Wednesday,2,9 Square,1,1,13,3
Quetico-B,Wednesday,3,Aqua Trampoline,1,0,13,3
Two Harbors,Friday,1,Chopped!,1,8,9,4
Two Harbors,Friday,2,Delta,1,0,9,4
Two Harbors,Friday,3,Reflection,1,999,9,4
Two Harbors,Monday,1,Fishing,1,15,9,4
Two Harbors,Monday,2,Sauna,1,14,9,4
Two Harbors,Monday,3,Troop Swim,1,999,9,4
Two Harbors,Thursday,1,Super Troop,1,999,9,4
Two Harbors,Thursday,2,Aqua Trampoline,1,2,9,4
Two Harbors,Tuesday,1,Troop Rifle,1,6,9,4
Two Harbors,Tuesday,2,Gaga Ball,1,4,9,4
Two Harbors,Tuesday,3,Water Polo,1,5,9,4
Two Harbors,Wednesday,1,Greased Watermelon,1,1,9,4
Two Harbors,Wednesday,2,Archery,1,10,9,4
Two Harbors,Wednesday,3,9 Square,1,7,9,4
