Troop,Day,Slot,Activity,Duration,Priority,Scouts,Adults
Red Cloud,Tuesday,2,History Center,1,7,13,2
Red Cloud,Tuesday,3,Super Troop,1,999,13,2
Red Cloud,Wednesday,1,Aqua Trampoline,1,2,13,2
Red Cloud,Wednesday,2,Archery,1,1,13,2
Red Cloud,Wednesday,3,9 Square,1,8,13,2
Samoset,Friday,1,Reflection,1,999,18,3
Samoset,Friday,2,Climbing Tower,1,4,18,3
Samoset,Friday,3,9 Square,1,9,18,3
Samoset,Monday,1,Gaga Ball,1,7,18,3
Samoset,Monday,2,Delta,1,0,18,3
Samoset,Monday,3,Monkey's Fist,1,11,18,3
Samoset,Thursday,1,Troop Rifle,1,3,18,3
Samoset,Thursday,2,Super Troop,1,999,18,3
Samoset,Tuesday,1,Dr. DNA,1,13,18,3
Samoset,Tuesday,2,Canoe Snorkel,2,6,18,3
Samoset,Tuesday,2,Canoe Snorkel,2,6,18,3
Samoset,Tuesday,3,History Center,1,8,18,3
Samoset,Wednesday,1,Archery,1,1,18,3
Samoset,Wednesday,2,Fishing,1,999,18,3
Samoset,Wednesday,3,Aqua Trampoline,1,2,18,3
Sequoyah,Friday,1,Troop Rifle,1,999,5,2
Sequoyah,Friday,2,9 Square,1,1,5,2
Sequoyah,Friday,3,Reflection,1,999,5,2
Sequoyah,Monday,1,Tie Dye,1,5,5,2
Sequoyah,Monday,2,Climbing Tower,1,2,5,2
Sequoyah,Monday,3,GPS & Geocaching,1,3,5,2
Sequoyah,Thursday,1,Aqua Trampoline,1,0,5,2
Sequoyah,Thursday,2,Archery,1,6,5,2
Sequoyah,Tuesday,1,Sailing,1.5,4,5,2
Sequoyah,Tuesday,3,Campsite Free Time,1,7,5,2
Sequoyah,Wednesday,1,Gaga Ball,1,999,5,2
Sequoyah,Wednesday,2,Super Troop,1,999,5,2
Sequoyah,Wednesday,3,Campsite Free Time,1,7,5,2
Tamanend,Friday,1,Fishing,1,8,23,3
Tamanend,Friday,2,Reflection,1,999,23,3
Tamanend,Friday,3,Archery,1,1,23,3
Tamanend,Monday,1,Greased Watermelon,1,999,23,3
Tamanend,Monday,2,Super Troop,1,999,23,3
Tamanend,Monday,3,Gaga Ball,1,999,23,3
Tamanend,Thursday,1,9 Square,1,7,23,3
Tamanend,Thursday,2,Troop Canoe,1,4,23,3
Tamanend,Tuesday,1,History Center,1,2,23,3
Tamanend,Tuesday,2,Tie Dye,1,15,23,3
Tamanend,Tuesday,3,Aqua Trampoline,1,0,23,3
Tamanend,Wednesday,1,Trading Post,1,999,23,3
Tamanend,Wednesday,2,Dr. DNA,1,999,23,3
Tamanend,Wednesday,3,Itasca State Park,3,3,23,3
Taskalusa,Friday,1,Climbing Tower,1,8,12,4
Taskalusa,Friday,2,Reflection,1,999,12,4
Taskalusa,Friday,3,Ultimate Survivor,1,5,12,4
Taskalusa,Monday,1,Super Troop,1,999,12,4
Taskalusa,Monday,2,Sauna,1,9,12,4
Taskalusa,Monday,3,Troop Swim,1,4,12,4
Taskalusa,Thursday,1,Delta,1,14,12,4
Taskalusa,Thursday,2,Greased Watermelon,1,1,12,4
Taskalusa,Tuesday,1,Trading Post,1,0,12,4
Taskalusa,Tuesday,2,Aqua Trampoline,1,3,12,4
Taskalusa,Tuesday,3,Archery,1,12,12,4
Taskalusa,Wednesday,1,Water Polo,1,2,12,4
Taskalusa,Wednesday,2,Campsite Free Time,1,6,12,4
Taskalusa,Wednesday,3,Gaga Ball,1,7,12,4
Tecumseh,Friday,1,Reflection,1,999,22,4
Tecumseh,Friday,2,Shower House,1,3,22,4
Tecumseh,Friday,3,Water Polo,1,7,22,4
Tecumseh,Monday,1,Troop Canoe,1,9,22,4
Tecumseh,Monday,2,Dr. DNA,1,14,22,4
Tecumseh,Monday,3,9 Square,1,6,22,4
Tecumseh,Thursday,1,Super Troop,1,999,22,4
Tecumseh,Thursday,2,Chopped!,1,2,22,4
Tecumseh,Tuesday,1,Aqua Trampoline,1,5,22,4
Tecumseh,Tuesday,2,Trading Post,1,11,22,4
Tecumseh,Tuesday,3,Disc Golf,1,16,22,4
Tecumseh,Wednesday,1,Ultimate Survivor,1,1,22,4
Tecumseh,Wednesday,2,Gaga Ball,1,4,22,4
Tecumseh,Wednesday,3,Archery,1,0,22,4
