Troop,Day,Slot,Activity,Duration,Priority,Scouts,Adults
Massasoit,Tuesday,2,Fishing,1,13,22,3
Massasoit,Tuesday,3,Climbing Tower,1,6,22,3
Massasoit,Tuesday,3,Archery,1,8,22,3
Massasoit,Wednesday,1,Greased Watermelon,1,2,22,3
Massasoit,Wednesday,2,Gaga Ball,1,1,22,3
Massasoit,Wednesday,3,Campsite Free Time,1,7,22,3
Powhatan,Friday,1,Reflection,1,999,9,2
Powhatan,Friday,2,Monkey's Fist,1,14,9,2
Powhatan,Friday,3,Archery,1,8,9,2
Powhatan,Monday,1,Troop Canoe,1,13,9,2
Powhatan,Monday,2,Gaga Ball,1,0,9,2
Powhatan,Monday,3,Troop Rifle,1,4,9,2
Powhatan,Thursday,1,Dr. DNA,1,999,9,2
Powhatan,Thursday,2,Super Troop,1,999,9,2
Powhatan,Tuesday,1,Aqua Trampoline,1,3,9,2
Powhatan,Tuesday,2,Troop Shotgun,1,7,9,2
Powhatan,Tuesday,3,9 Square,1,1,9,2
Powhatan,Wednesday,1,GPS & Geocaching,1,12,9,2
Powhatan,Wednesday,2,Fishing,1,5,9,2
Powhatan,Wednesday,3,Greased Watermelon,1,2,9,2
Red Cloud,Friday,1,Greased Watermelon,1,5,9,3
Red Cloud,Friday,2,Reflection,1,999,9,3
Red Cloud,Friday,3,Fishing,1,6,9,3
Red Cloud,Monday,1,Shower House,1,1,9,3
Red Cloud,Monday,2,Ultimate Survivor,1,4,9,3
Red Cloud,Monday,3,Tie Dye,1,10,9,3
Red Cloud,Thursday,1,Gaga Ball,1,9,9,3
Red Cloud,Thursday,2,Water Polo,1,3,9,3
Red Cloud,Tuesday,1,Troop Canoe,1,14,9,3
Red Cloud,Tuesday,2,Delta,1,0,9,3
Red Cloud,Tuesday,3,Troop Shotgun,1,2,9,3
Red Cloud,Wednesday,1,Super Troop,1,999,9,3
Red Cloud,Wednesday,2,Archery,1,8,9,3
Red Cloud,Wednesday,3,Trading Post,1,7,9,3
Samoset,Friday,1,Shower House,1,3,17,4
Samoset,Friday,2,Reflection,1,999,17,4
Samoset,Friday,3,Water Polo,1,7,17,4
Samoset,Monday,1,Delta,1,6,17,4
Samoset,Monday,2,Dr. DNA,1,999,17,4
Samoset,Monday,3,Greased Watermelon,1,0,17,4
Samoset,Thursday,1,Campsite Free Time,1,999,17,4
Samoset,Thursday,2,Gaga Ball,1,1,17,4
Samoset,Thursday,2,Climbing Tower,1,5,17,4
Samoset,Tuesday,1,Sailing,1.5,4,17,4
Samoset,Tuesday,3,Campsite Free Time,1,999,17,4
Samoset,Wednesday,1,Aqua Trampoline,1,2,17,4
Samoset,Wednesday,2,Trading Post,1,8,17,4
Samoset,Wednesday,3,Super Troop,1,999,17,4
Tamanend,Friday,1,Climbing Tower,1,8,11,4
Tamanend,Friday,2,Archery,1,3,11,4
Tamanend,Friday,3,Reflection,1,999,11,4
Tamanend,Monday,1,Super Troop,1,999,11,4
Tamanend,Monday,2,Fishing,1,5,11,4
Tamanend,Monday,3,Gaga Ball,1,9,11,4
Tamanend,Thursday,1,Hemp Craft,1,999,11,4
Tamanend,Thursday,2,Delta,1,6,11,4
Tamanend,Tuesday,1,Troop Shotgun,1,7,11,4
Tamanend,Tuesday,2,9 Square,1,4,11,4
Tamanend,Tuesday,3,Aqua Trampoline,1,0,11,4
Tamanend,Wednesday,1,Sailing,1.5,2,11,4
Tamanend,Wednesday,3,Water Polo,1,1,11,4
Taskalusa,Friday,1,Fishing,1,999,11,3
Taskalusa,Friday,2,Reflection,1,999,11,3
Taskalusa,Friday,3,Nature Canoe,1,10,11,3
Taskalusa,Monday,1,Climbing Tower,1,1,11,3
Taskalusa,Monday,2,Archery,1,4,11,3
Taskalusa,Monday,3,Orienteering,1,7,11,3
Taskalusa,Thursday,1,Super Troop,1,999,11,3
Taskalusa,Thursday,2,Troop Rifle,1,8,11,3
Taskalusa,Tuesday,1,Greased Watermelon,1,3,11,3
Taskalusa,Tuesday,2,Shower House,1,11,11,3
Taskalusa,Tuesday,3,Aqua Trampoline,1,0,11,3
Taskalusa,Wednesday,1,9 Square,1,999,11,3
Taskalusa,Wednesday,2,Delta,1,2,11,3
Taskalusa,Wednesday,3,Dr. DNA,1,999,11,3
Tecumseh,Friday,1,Reflection,1,999,13,1
Tecumseh,Friday,2,What's Cooking,1,12,13,1
Tecumseh,Friday,3,Climbing Tower,1,9,13,1
Tecumseh,Monday,1,Tie Dye,1,0,13,1
Tecumseh,Monday,2,Super Troop,1,999,13,1
Tecumseh,Monday,3,Aqua Trampoline,1,4,13,1
Tecumseh,Thursday,1,Fishing,1,999,13,1
Tecumseh,Thursday,2,Float for Floats,2,6,13,1
Tecumseh,Tuesday,1,Shower House,1,2,13,1
Tecumseh,Tuesday,2,Gaga Ball,1,999,13,1
Tecumseh,Tuesday,3,Greased Watermelon,1,1,13,1
Tecumseh,Wednesday,1,Water Polo,1,3,13,1
Tecumseh,Wednesday,2,Campsite Free Time,1,5,13,1
Tecumseh,Wednesday,3,Archery,1,13,13,1
